Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
1,0.066933164,0.057184911,0.054820922,0.601860794,0.601860794,0.998824769,0.79677924,0.80871666,0.302759791,0.780926604,0.000276602,115000000,0.458263926,0.00039904,0,0.120011799,0.120011799,0.120011799,0.084239387,0.30848129,0.045842975,0.066199821,0.067485125,0.022165949,0.847568729,0.68608465,0.68608465,0.216970995,7230000000,0.000154243,0.256151557,0.327158079,0.004328848,0.00330885,0.630522527,0.126572374,0.321371346,0.678628654,0.004902097,0.262035237,0.000633104,0.066995619,0.072453058,0.3514187,0.292353823,0.001310704,0.004827147,0.000504242,0.000699004,0.161612903,0.048053112,0.370208724,0.009525659,0.692375034,0.566755117,0.604127339,0.210915212,0.004004091,0.00443736,0.252297963,0.333538683,0.276830357,0.001196316,0.754574342,0.762552185,0.241052684,0.011706152,0.841966378,0.002003273,0.203706253,7630000000,7650000000,0.593892687,8190000000,0.671590967,0.222814962,0.754574342,0.241052684,0.025851085,0.705153031,0.464287286,0.491812871,0.24044999,0.065285749,1,0.525650952,0.005803037,0.623648477,0.601857115,1,0.182790359,0.026763138,0.565021156,1,0.00917817
1,0.406668942,0.467291758,0.453450399,0.595994465,0.595994465,0.998830778,0.797190527,0.809128475,0.303466035,0.781353132,0.000176577,0,0.459605949,0.000582058,0,0.151531752,0.151531752,0.151531752,0.175002364,0.31159369,0.041895428,0.069864018,0.141372298,0.022100888,0.847974856,0.689456445,0.689456445,0.217598757,4670000000,0.000350634,0.264125696,0.365942029,0.003327915,0.001948254,0.629853358,0.026809473,0.221452973,0.778547027,0.004909772,0.391787431,0.005365848,0.069845457,0.140351406,0.409057599,0.148425787,0.001197082,0.005281427,0.000147699,0.000228462,0.063870968,0.053572845,0.368761448,0.029516011,0.676279736,0.227439327,0.370091194,0.04992772,0.002001466,0.001334543,0.198480138,0.336048548,0.276693295,0.003782286,0.85879677,0.719909603,0.346707013,0,0.915031112,0.002107568,0.06889951,7820000000,4860000000,0.593868433,3210000000,0.671563686,0.374422368,0.85879677,0.346707013,0.110933234,0.625578881,0.457258492,0.531929133,0.308228078,0.083357788,0,0.746585997,0.001053039,0.623323072,0.595993936,0.831081516,0.294222142,0.026590329,0.563976127,1,0.015185546
1,0.432749963,0.492749673,0.482092189,0.604015624,0.604015624,0.998895484,0.797289993,0.809221956,0.303504465,0.78147622,0.000240524,0,0.454234502,0.000587059,0,0.158611099,0.158611099,0.158611099,0.198354921,0.299780717,0.040882073,0.082810846,0.156661897,0.022175873,0.848078355,0.689480162,0.689480162,0.217603094,6840000000,0.00039947,0.264182421,0.337384971,0.00656285,0.004555907,0.629581444,0.015179785,0.185083291,0.814916709,0.006197282,0.381058998,0.005611412,0.082800007,0.155697157,0.408595394,0.196401799,0.001020563,0.006202795,0.000205977,0.001228552,0.058548387,0.035353906,0.384263133,0.003429975,0.765877741,0.51293891,0.609889681,0.004204832,0.005382906,0.000129901,0.171664967,0.321583445,0.278029061,0.003403023,0.886254521,0.73360193,0.338205322,0.000655228,0.920323044,0.002152243,0.058540223,0.000119435,0.000104117,0.593922932,238000000,0.67157211,0.074805454,0.886254521,0.338205322,0.111932119,0.642501061,0.459215133,0.451014774,0.314460307,0.043946134,0,0.769318031,0.000714363,0.623704711,0.604012274,0.836765896,0.285787624,0.02653155,0.563517405,1,0.018947709
1,0.504363087,0.562254688,0.555329514,0.604858819,0.604858819,0.999059792,0.797438018,0.809347206,0.303419145,0.781607729,8960000000,2750000000,0.463858484,0.000984098,0.262273509,0.184695125,0.184695125,0.184695125,0.22511109,0.326908113,0.055462287,0.120837065,0.181516909,0.02213605,0.84807205,0.689434775,0.689434775,0.217597012,6820000000,0.000473834,0.264026233,0.385417831,0.005892025,0.003171605,0.632880029,0.016721838,0.19176467,0.80823533,0.00505891,0.381969343,0.005365848,0.12083313,0.180544454,0.408220272,0.140929535,0.001081432,0.005852692,7030000000,0.000180046,0.053225806,0.012146938,0.395943104,0.008669761,0.749584605,0.246189825,0.440292732,0.008967566,0.003199499,0.000344747,0.137855301,0.34576677,0.244752812,0.007306977,0.684187545,0.731809822,0.336450891,0.008580543,0.934494715,0.002291123,0.025392313,0.000121262,6780000000,0.593913826,709000000,0.671569452,0.393632716,0.684187545,0.336450891,0.121016945,0.638275101,0.458651841,0.59614849,0.313341666,0.048736567,0,0.805041237,0.001931766,0.62305951,0.604856382,0.841229458,0.28690626,0.027821365,0.567645767,1,0.018150152
1,0.470677132,0.5369058,0.523850313,0.597652027,0.597652027,0.999009645,0.79738614,0.809313225,0.303433406,0.781567167,2420000000,407000000,0.461558592,0.000744074,0,0.177110109,0.177110109,0.177110109,0.214616621,0.31781849,0.018754632,0.099503298,0.170369812,0.024186734,0.84834869,0.689794813,0.689794813,0.217630225,6610000000,0.000433008,0.264057316,0.376401773,0.003568164,0.002137277,0.641335735,0.017898212,0.196390241,0.803609759,0.005002625,0.38626273,0.00570525,0.09947563,0.169361285,0.396919709,0.050974513,0.001773305,0.003565924,0.000199862,4090000000,0.024677419,0.049245774,0.399990955,0.16096394,0.729383528,0.08604906,0.118740502,0.012239141,0.002589577,0.001045663,0.061768143,0.340799816,0.276738445,0.002883633,0.291601166,0.729344308,0.331001321,0.085096596,0.931547845,0.002243898,0.006608918,8820000000,6730000000,0.59387105,2610000000,0.671579107,0.669046743,0.291601166,0.331001321,0.140326756,0.647061435,0.459814542,0.565538838,0.31570283,0.078173593,0,0.796483203,0.061289674,0.626620676,0.597653861,0.840113834,0.287759581,0.03570033,0.569662937,1,0.017633492
1,0.470140886,0.520388138,0.522030087,0.597306101,0.59739979,0.998903688,0.797310606,0.809237189,0.303523318,0.781488009,0.000126159,3920000000,0.462066883,0.000619062,0,0.162487885,0.162487885,0.162487885,0.207809398,0.31841975,0.019586491,0.089976386,0.165022219,0.022006243,0.846241886,0.689390658,0.689390658,0.217594135,5820000000,0.000425073,0.263814874,0.377081703,0.004984696,0.002356869,0.626939357,0.011037854,0.162046135,0.837953865,0.005094949,0.377511558,0.005365848,0.090364291,0.164406907,0.400696388,0.095952024,0.001075345,0.005881725,9310000000,0.000111962,0.031612903,0.012020622,0.389656498,0.012905219,0.737201424,0.136982077,0.2618562,0.011839115,0.002554618,0.000646245,0.096948028,0.341816116,0.275622441,0.006629086,0.5651279,0.730704652,0.331822602,0.013818773,0.909745325,0.002140814,0.02164235,9830000000,5140000000,0.59390046,1300000000,0.67157332,0.427835711,0.5651279,0.331822602,0.118559018,0.644138014,0.459465025,0.570682871,0.314814723,0.057153439,0,0.784648939,0.002807943,0.622586177,0.597307971,0.83888655,0.282784084,0.026125058,0.556566839,1,0.022178574
1,0.456101009,0.52071522,0.510894588,0.597630407,0.597817783,0.998937659,0.797333017,0.80927091,0.303491413,0.781535588,9890000000,340000000,0.455702339,0.000272027,0,0.173528296,0.173528296,0.173528296,0.209794838,0.295006013,0.03592117,0.091360638,0.163817127,0.022058362,0.847841382,0.688656099,0.688656099,0.217520885,0.000112821,0.000438648,0.263607401,0.335130956,0.006351306,0.004608933,0.628886248,0.016231226,0.189739094,0.810260906,0.005535187,0.38223775,0.005549259,0.091430944,0.163004298,0.414401753,0.137931034,0.00062086,0.010178595,9840000000,0.000420613,0.041935484,0.017325911,0.390606273,0.005287989,0.761252295,0.472804178,0.625051471,0.038191669,0.00467814,0.001116062,0.181505959,0.325015512,0.279162054,0.00467558,0.914962693,0.733145848,0.339442082,0.001666522,0.929417374,0.002157516,0.015428529,0.000221821,0.00017082,0.593924646,3710000000,0.671579749,0.136910723,0.914962693,0.339442082,0.11364835,0.652841999,0.460614429,0.469170925,0.317125351,0.045353716,0,0.789399545,0.001479897,0.62339867,0.597630934,0.839200698,0.286550666,0.026478092,0.563037243,1,0.018387382
1,0.454346024,0.513791976,0.506022806,0.597522305,0.597522305,0.998899413,0.797237424,0.809063636,0.303404643,0.78142429,0.000132519,815000000,0.462026622,0.00069507,0,0.177657916,0.177657916,0.177657916,0.203743973,0.319339322,0.01707579,0.090302093,0.16118099,0.022044834,0.847986879,0.689240647,0.689449952,0.21761069,6300000000,0.000407805,0.264037889,0.378171454,0.007389681,0.002059921,0.627352365,0.011457336,0.164797291,0.835202709,0.005490749,0.380277264,0.006023935,0.090307294,0.160168916,0.407139115,0.059970015,0.001412151,0.004475337,1910000000,0.000171725,0.022419355,0.010801522,0.389724339,0.007798633,0.780693384,0.186401585,0.57734227,0.069568481,0.002278936,0.002542049,0.14506162,0.342268017,0.278784498,0.013546952,0.838217115,0.734721051,0.334792844,0.001682634,0.923377543,0.002022283,0.019693368,0.000391427,0.000125483,0.59396727,0.000125559,0.671565528,0.174530715,0.838217115,0.334792844,0.112992878,0.638076295,0.458521747,0.573188421,0.313548141,0.03919128,0,0.771996375,0.006000143,0.621979199,0.597521906,0.837543863,0.283088059,0.026462941,0.562888341,1,0.021746593
1,0.468142154,0.54944396,0.517640131,0.602055377,0.60224996,0.998984455,0.797405784,0.809374287,0.303520901,0.781360711,0.000123153,543000000,0.461377419,0.000776078,0,0.171969154,0.171969154,0.171969154,0.205729413,0.317535545,0.009604187,0.096246234,0.170821722,0.022307386,0.848222063,0.689822714,0.689822714,0.217601787,5980000000,0.000451425,0.264367361,0.376196863,0.007475796,0.00090644,0.634209463,0.01318998,0.175076337,0.824923663,0.005263942,0.382349586,0.007360827,0.096243099,0.169836362,0.407490123,0.034482759,0.001953882,0.003236315,97400000,5900000000,0.018225806,0.024349691,0.393873951,0.053649737,0.775060563,0.056567238,0.446867973,0.00736936,0.000884934,0.000350569,0.111313696,0.340631536,0.279164811,0.01736721,0.602444245,0.734388959,0.333346219,0.013141005,0.932464314,0.002271198,0.016018493,0.000527508,6690000000,0.59398829,2290000000,0.6715684,0.30995485,0.602444245,0.333346219,0.124472745,0.641303149,0.459036675,0.564481345,0.31419658,0.038753246,0,0.799813909,0.074960509,0.679654212,0.602055075,0.840477245,0.28434491,0.03427651,0.569573877,1,0.020248959
1,0.465314678,0.52654819,0.511215804,0.604750717,0.604750717,0.999004214,0.797106,0.809045539,0.302955567,0.78128857,0.000143621,0,0.461286832,0.000841084,0,0.173401879,0.173401879,0.173401879,0.201002175,0.317111127,0.010920036,0.097386206,0.159147398,0.022048864,0.847975162,0.688824864,0.688824864,0.217569008,6150000000,0.00041846,0.263509492,0.375479677,0.006496704,0.000993154,0.610214929,0.019262441,0.201227439,0.798772561,0.005066974,0.389358352,0.005567539,0.097399319,0.158155494,0.417461681,0.029985007,0.001038824,0.006087517,592000000,5980000000,0.018548387,0.03006918,0.396304923,0.066013511,0.765193202,0.107398239,0.646077738,0.011708394,0.000979993,0.000338361,0.183544107,0.340393342,0.282032434,0.014594383,0.872742204,0.733796845,0.341187665,0.000399602,0.926596561,0.002087931,0.0156381,0.000884045,0.000148737,0.593965397,4180000000,0.671551682,0.268204795,0.872742204,0.341187665,0.111685917,0.635461209,0.458321348,0.562935779,0.312409112,0.044378728,0,0.782937996,0.007928691,0.620402617,0.604752254,0.838173556,0.288748466,0.0256357,0.624147416,1,0.017113161
1,0.447228587,0.501635412,0.492638792,0.593500915,0.593479295,0.99890623,0.797139202,0.809089806,0.303218535,0.781327869,6070000000,357000000,0.463262961,0.00089509,0,0.159664574,0.159453879,0.159453879,0.19693675,0.320824786,0.015880938,0.091197785,0.155532123,0.022071225,0.847962821,0.67643641,0.68925617,0.217578001,5520000000,0.00040481,0.263728621,0.380015648,0.002573471,0.001016236,0.628398584,0.01449767,0.181848414,0.818151586,0.005092419,0.380569156,0.00963793,0.091154103,0.155161753,0.399486618,0.070464768,0.001168677,0.005411221,8100000000,9300000000,0.027741935,0.015157969,0.389181611,0.020605736,0.692609135,0.095957463,0.173648681,0.003480114,0.001411253,0.000153802,0.119854969,0.344206896,0.276781005,0.003357718,0.625550439,0.725747156,0.334345503,0.026360813,0.918323291,0.001982409,0.018193933,8670000000,4870000000,0.593832694,509000000,0.671570638,0.405607278,0.625550439,0.334345503,0.122374819,0.641460815,0.459067519,0.58541304,0.314212989,0.105306062,0,0.769570659,0.058420082,0.611330975,0.593496289,0.836887512,0.285292846,0.026369615,0.561814523,1,0.019354107
